,Lawyer Names,experience,field,feedback,gender,charge,avg_days_for_disposal,lang,practices_at,location,cd,isprobo
1896,Mamooty Shah,3,"[' Medical ', 'Civil ', '  Environmental ']",5.0,m,444.8701587791696,94.41123058189821,"['Bengali', 'Odia', 'Gujarati']",Grover-Bansal,Hyderabad, Large Corporations,False
1897,Yakshit Sanghvi,27,"['  Consumer Protection ', 'Intellectual Property ', ' Intellectual Property ']",5.0,m,238.15921990713022,92.45002021016307,"['Gujarati', 'Marathi']",Sengupta-Sastry,Delhi, Large Corporations,True
1898,Pari Sane,7,"['Consumer Protection ', ' Real Estate ', '  Media  Entertainment ']",1.0,f,459.95706499064903,111.92575524385677,"['Bengali', 'Tamil', 'Malayalam']",Gola,Chennai, Small Businesses,True
1899,Kismat Goyal,14,"[' Environmental ', 'Constitutional ', '  Criminal ']",,m,496.9236825200653,,"['Malayalam', 'Odia', 'Gujarati']",Babu Inc,Mumbai, Large Corporations,True
1900,Dhanuk Bhagat,20,"['  Medical ', 'Medical ', ' Labor ']",4.0,m,97.74142247657844,70.5711206899932,"['Malayalam', 'Marathi']",Bakshi,Kolkata, Large Corporations,True
1901,Aarush Goyal,29,"['  Consumer Protection ', 'Constitutional ', ' Intellectual Property ']",5.0,m,154.8739345931864,72.1867024983744,"['Punjabi', 'Odia']",Chakrabarti-Swaminathan,Kolkata, Large Corporations,True
1902,Advik Dara,17,"['  Immigration ', ' Real Estate ', 'Intellectual Property ']",1.0,m,477.67088816694195,98.68364727103702,"['Tamil', 'Odia']",Gera,Mumbai, Individuals,False
1903,Nakul Swamy,29,"['Consumer Protection ', ' Consumer Protection ', '  Tax ']",1.0,m,481.24745891662405,89.0349352893125,"['Tamil', 'Gujarati', 'Assamese']",Kade-Sekhon,Mumbai, Individuals,False
1904,Lavanya Salvi,21,"['Environmental ', ' Corporate ', '  Civil ']",1.0,f,93.96827392404133,83.17242324069355,"['Tamil', 'Gujarati', 'Assamese']",Manne LLC,Bangalore, Small Businesses,True
1905,Nirvi Sarkar,12,"['  Family ', ' Real Estate ', 'Tax ']",1.0,f,56.749325169711504,105.23441825991706,"['Malayalam', 'Telugu']",Lad-Gole,Kolkata, Large Corporations,False
1906,Stuvan Shan,25,"['Corporate ', ' Corporate ', '  Tax ']",3.0,m,122.49501046539001,92.81189073133366,"['Malayalam', 'Odia', 'Telugu']",Vig,Kolkata, Individuals,True
1907,Shamik Sibal,16,"[' Medical ', 'Media  Entertainment ', '  Constitutional ']",5.0,m,498.2057525220117,90.78686080334165,"['Hindi', 'Odia', 'Gujarati']",Bhatt Group,Delhi, Large Corporations,False
1908,Divij Roy,24,"['Corporate ', ' Family ', '  Real Estate ']",2.0,m,130.99982747480908,101.69742961132575,"['Odia', 'Marathi', 'Assamese']",Sundaram Ltd,Hyderabad, Small Businesses,True
1909,Hrishita Kapur,12,"[' Banking  Finance ', 'Medical ', '  Consumer Protection ']",,m,276.1464230249104,,"['Assamese', 'Tamil', 'Hindi']",Dhillon,Delhi, Large Corporations,False
1910,Advik Kala,15,"['Criminal ', ' Immigration ', '  Corporate ']",3.0,m,431.78797689373,113.5277847820883,"['Bengali', 'Malayalam', 'Kannada']",Hari-Chakrabarti,Kolkata, Small Businesses,False
1911,Zoya Bhatt,25,"['Media  Entertainment ', ' Family ', '  Tax ']",1.0,f,59.180724809692855,78.17928565150488,"['Urdu', 'Marathi', 'Telugu']",Saxena and Sons,Delhi, Small Businesses,False
1912,Yasmin Arora,10,"['Arora has 10 years of experience in Media  Entertainment ', ' Intellectual Property ', '  Environmental ']",3.0,f,322.0200420163068,99.85393599513132,"['Bengali', 'Malayalam', 'Gujarati']",Srinivasan,Kolkata, Individuals,True
1913,Kanav Khalsa,25,"[' Corporate ', 'Civil ', '  Constitutional ']",4.0,m,174.66145199133095,111.50749257989767,"['Hindi', 'Malayalam', 'Marathi']",Cheema,Chennai, Large Corporations,True
1914,Indrajit Hegde,7,"['  Family ', 'Immigration ', ' Intellectual Property ']",4.0,m,438.05071239787924,69.34056766091851,"['Punjabi', 'Malayalam', 'Urdu']",Verma-Brahmbhatt,Bangalore, Individuals,False
1915,Nishith Anne,20,"[' Medical ', '  Environmental ', 'Real Estate ']",5.0,m,177.55751716883563,84.84997236221326,"['Tamil', 'Telugu']",Devan,Delhi, Large Corporations,True
1916,Adah Dass,5,"[' Environmental ', 'Tax ', '  Environmental ']",5.0,m,359.040074126859,107.13311089328337,"['Punjabi', 'Malayalam', 'Kannada']",Dave,Kolkata, Large Corporations,True
1917,Krish Mahajan,1,"['Medical ', ' Tax ', '  Human Rights ']",2.0,m,353.3988346013286,107.35866821596538,"['Tamil', 'Punjabi', 'Kannada']",Johal,Delhi, Small Businesses,False
1918,Baiju Lalla,17,"[' Labor ', '  Corporate ', 'Real Estate ']",2.0,m,149.672096986838,87.4275659941764,"['Marathi', 'Kannada', 'Telugu']",Ganesan,Hyderabad, Small Businesses,False
1919,Myra Ramakrishnan,3,"['Banking  Finance ', '  Consumer Protection ', ' Criminal ']",,f,65.65963994075756,,"['Tamil', 'Punjabi']",Jain-Dayal,Bangalore, Large Corporations,True
1920,Madhup Sharaf,13,"['  Corporate ', ' Media  Entertainment ', 'Real Estate ']",1.0,m,234.16230820342878,104.33903733496143,"['Punjabi', 'Odia', 'Kannada']",Kar,Chennai, Individuals,True
1921,Ritvik Jhaveri,14,"['  Tax ', 'Intellectual Property ', ' Media  Entertainment ']",3.0,m,180.13691838464138,107.75323653872407,"['Malayalam', 'Marathi']",Singh Ltd,Mumbai, Small Businesses,False
1922,Rhea Deshpande,24,"['Medical ', ' Intellectual Property ', '  Environmental ']",2.0,f,414.0399873261689,72.53004977231407,"['Assamese', 'Tamil', 'Gujarati']",Kapur-Bhatia,Mumbai, Small Businesses,True
1923,Eshani Majumdar,18,"['Constitutional ', ' Labor ', '  Criminal ']",2.0,f,410.16388480490536,71.9412952655043,"['Odia', 'Gujarati', 'Kannada']",Khatri-Mani,Delhi, Large Corporations,True
1924,Mishti Goswami,4,"[' Environmental ', 'Constitutional ', '  Intellectual Property ']",1.0,f,255.66077848668147,93.378850229754,"['Tamil', 'Malayalam', 'Odia']",Deo LLC,Kolkata, Large Corporations,True
1925,Aniruddh Chawla,18,"[' Real Estate ', 'Immigration ', '  Family ']",1.0,m,322.9305013954485,99.44040950143338,"['Punjabi', 'Gujarati']",Kibe Inc,Hyderabad, Small Businesses,False
1926,Vaibhav Raja,5,"['Medical ', ' Environmental ', '  Criminal ']",5.0,m,321.9167821941163,85.51396372154917,"['Tamil', 'Punjabi']",Thakkar,Bangalore, Individuals,False
1927,Myra Krish,25,"[' Consumer Protection ', 'Intellectual Property ', '  Media  Entertainment ']",3.0,f,422.2211667924305,100.18940729973524,"['Bengali', 'Malayalam', 'Kannada']",Kadakia,Chennai, Small Businesses,True
1928,Madhup Aggarwal,16,"[' Family ', '  Family ', 'Real Estate ']",1.0,m,241.25108635543887,79.34795089743926,"['Tamil', 'Assamese']",Ratti-Sha,Chennai, Large Corporations,True
1929,Riya Krish,1,"['Consumer Protection ', ' Human Rights ', '  Consumer Protection ']",,f,173.9510059057291,,"['Assamese', 'Malayalam', 'Gujarati']",Jhaveri-Ravi,Chennai, Small Businesses,False
1930,Urvi Krishnamurthy,21,"['Banking  Finance ', ' Real Estate ', '  Intellectual Property ']",2.0,f,169.26571316324635,83.64148391501107,"['Marathi', 'Urdu', 'Gujarati']",Keer,Mumbai, Large Corporations,False
1931,Aarna Rajagopal,14,"['Environmental ', '  Banking  Finance ', ' Criminal ']",4.0,f,291.28652567699186,90.94848219769652,"['Marathi', 'Kannada']",Grover,Bangalore, Small Businesses,False
1932,Kanav Kapadia,15,"[' Corporate ', 'Human Rights ', '  Real Estate ']",1.0,m,252.11669122949564,85.86240060155315,"['Hindi', 'Urdu']",Borra-Bera,Mumbai, Large Corporations,False
1933,Drishya Mand,9,"[' Tax ', '  Intellectual Property ', 'Labor ']",5.0,f,248.05434694322128,72.62095104510772,"['Urdu', 'Telugu']",Chakraborty,Delhi, Large Corporations,False
1934,Mohanlal Sarkar,15,"['  Consumer Protection ', 'Constitutional ', ' Labor ']",3.0,m,91.01180259036825,62.76526536181774,"['Urdu', 'Gujarati', 'Telugu']",Keer,Chennai, Individuals,False
1935,Ayesha Anne,17,"['  Labor ', 'Tax ', ' Tax ']",5.0,f,373.371683310588,82.28866793448154,"['Malayalam', 'Telugu']",Kar,Bangalore, Large Corporations,False
1936,Vaibhav Kota,25,"['Consumer Protection ', '  Media  Entertainment ', ' Immigration ']",2.0,m,146.18150959185982,103.46483657474616,"['Tamil', 'Malayalam']",Khare Inc,Chennai, Small Businesses,False
1937,Seher Buch,24,"[' Medical ', 'Tax ', '  Human Rights ']",5.0,m,138.62913359392462,108.84296159120524,"['Gujarati', 'Marathi']",Raju-Arora,Mumbai, Large Corporations,False
1938,Nayantara Saraf,4,"[' Environmental ', 'Criminal ', '  Tax ']",2.0,f,235.74124412482706,107.81570076207683,"['Bengali', 'Tamil', 'Hindi']",Bajwa-Dhingra,Mumbai, Small Businesses,True
1939,Yuvaan Agate,12,"['  Consumer Protection ', 'Medical ', ' Intellectual Property ']",,m,152.50025372801065,,"['Malayalam', 'Marathi', 'Assamese']",Dugar-Devan,Mumbai, Individuals,True
1940,Ahana  Kapadia,27,"[' Corporate ', 'Family ', '  Tax ']",2.0,f,312.73622028860694,72.69440514554454,"['Punjabi', 'Gujarati', 'Telugu']",Devi-Dubey,Chennai, Small Businesses,False
1941,Khushi Jaggi,26,"['  Constitutional ', ' Media  Entertainment ', 'Labor ']",2.0,f,217.15850270051217,97.44951922469843,"['Tamil', 'Malayalam', 'Kannada']",Sane-Bhatia,Bangalore, Individuals,True
1942,Advik Borah,5,"['Constitutional ', ' Immigration ', '  Criminal ']",2.0,m,252.01027516675555,99.52650017396888,"['Marathi', 'Gujarati', 'Kannada']",Bhakta-Cheema,Bangalore, Individuals,False
1943,Amani Shan,29,"['Banking  Finance ', ' Environmental ', '  Human Rights ']",4.0,f,291.726194721813,96.00254407800746,"['Odia', 'Kannada', 'Urdu']",Tank PLC,Delhi, Large Corporations,False
1944,Sumer Ramachandran,5,"['Corporate ', ' Constitutional ', '  Constitutional ']",5.0,m,141.5909851168122,59.78905088643355,"['Punjabi', 'Marathi', 'Telugu']",Kannan Ltd,Chennai, Individuals,True
1945,Hunar Chaudry,11,"['  Labor ', 'Constitutional ', ' Intellectual Property ']",4.0,m,120.08823028948841,76.996731226748,"['Tamil', 'Assamese', 'Telugu']",Raval,Delhi, Small Businesses,False
1946,Misha Viswanathan,28,"['Consumer Protection ', ' Real Estate ', '  Intellectual Property ']",4.0,f,446.18985629312215,89.55466814571032,"['Punjabi', 'Odia', 'Telugu']",Dyal,Hyderabad, Individuals,True
1947,Inaaya  Chand,6,"[' Family ', 'Criminal ', '  Tax ']",1.0,f,245.17566627413947,97.30827291945641,"['Punjabi', 'Odia', 'Assamese']",Viswanathan Inc,Delhi, Individuals,True
1948,Amani Basak,7,"[' Banking  Finance ', 'Tax ', '  Medical ']",1.0,f,235.4421243346426,101.5096104390373,"['Malayalam', 'Urdu']",Sha Ltd,Delhi, Large Corporations,False
1949,Sahil Rau,24,"['  Immigration ', ' Labor ', 'Real Estate ']",,m,66.02546762277866,,"['Assamese', 'Tamil', 'Marathi']",Sandhu,Delhi, Small Businesses,True
1950,Raunak Dara,14,"['Corporate ', ' Human Rights ', '  Intellectual Property ']",3.0,m,274.08933616432694,94.96175709807353,"['Tamil', 'Gujarati']",Sharma LLC,Mumbai, Individuals,True
1951,Rati Agate,24,"[' Consumer Protection ', 'Intellectual Property ', '  Media  Entertainment ']",1.0,f,299.37637472495004,91.27298187541656,"['Tamil', 'Kannada', 'Telugu']",Chakrabarti and Sons,Hyderabad, Large Corporations,True
1952,Heer Gera,11,"['Civil ', ' Criminal ', '  Human Rights ']",5.0,m,301.4783919295999,100.28429061327725,"['Tamil', 'Bengali', 'Kannada']",Savant,Delhi, Large Corporations,True
1953,Arhaan Dora,13,"[' Criminal ', '  Intellectual Property ', 'Real Estate ']",4.0,m,368.16402619529794,94.69298477236366,"['Punjabi', 'Urdu', 'Marathi']",Srinivasan-Dhawan,Bangalore, Small Businesses,False
1954,Sahil Sankar,2,"['Civil ', ' Human Rights ', '  Labor ']",5.0,m,129.86682574595528,90.98606490070931,"['Malayalam', 'Urdu', 'Marathi']",Anand-Wagle,Delhi, Large Corporations,True
1955,Tara Agarwal,25,"['  Real Estate ', ' Real Estate ', 'Labor ']",1.0,f,163.50041040377846,85.97446801293928,"['Assamese', 'Hindi', 'Gujarati']",Singhal,Mumbai, Individuals,True
1956,Siya Kalla,7,"['Environmental ', '  Family ', ' Civil ']",3.0,f,414.8287093536857,91.21937137563722,"['Hindi', 'Malayalam', 'Gujarati']",Bora Group,Kolkata, Large Corporations,False
1957,Vidur Contractor,20,"['Family ', ' Criminal ', '  Environmental ']",3.0,m,476.22677757952727,97.26887068258912,"['Tamil', 'Urdu']",Viswanathan,Hyderabad, Small Businesses,True
1958,Dharmajan Chhabra,4,"['Environmental ', ' Labor ', '  Environmental ']",4.0,m,111.16973631529429,94.01213083347092,"['Odia', 'Urdu', 'Marathi']",Barad-Upadhyay,Kolkata, Small Businesses,False
1959,Shaan Sama,27,"['Corporate ', ' Real Estate ', '  Labor ']",,m,273.94229952734815,,"['Punjabi', 'Odia', 'Urdu']",Chowdhury-Shere,Kolkata, Large Corporations,True
1960,Anaya Chhabra,8,"[' Corporate ', 'Immigration ', '  Media  Entertainment ']",2.0,f,146.37931373281407,110.14082792026778,"['Punjabi', 'Marathi', 'Assamese']",Tiwari and Sons,Hyderabad, Individuals,False
1961,Advika Talwar,20,"['Corporate ', '  Family ', ' Criminal ']",5.0,f,77.0329257597421,93.97745884119881,"['Punjabi', 'Urdu', 'Hindi']",Chander LLC,Chennai, Large Corporations,True
1962,Emir Choudhry,29,"['Environmental ', '  Media  Entertainment ', ' Tax ']",1.0,m,196.47650215676094,80.26502219290263,"['Punjabi', 'Malayalam', 'Hindi']",Balasubramanian Inc,Bangalore, Small Businesses,False
1963,Kashvi Salvi,22,"[' Real Estate ', 'Constitutional ', '  Tax ']",2.0,f,114.65943133289574,103.25410178991254,"['Tamil', 'Malayalam', 'Marathi']",Bains-Kulkarni,Mumbai, Large Corporations,True
1964,Nirvaan Amble,21,"['Consumer Protection ', '  Labor ', ' Labor ']",3.0,m,369.4698830454108,69.50702493496624,"['Tamil', 'Odia', 'Telugu']",Hari Ltd,Hyderabad, Large Corporations,False
1965,Baiju Arya,19,"['  Family ', ' Human Rights ', 'Tax ']",4.0,m,290.17643615215,73.77879928891069,"['Odia', 'Marathi', 'Urdu']",Garg and Sons,Kolkata, Individuals,False
1966,Dhanuk Borde,13,"[' Banking  Finance ', 'Constitutional ', '  Consumer Protection ']",4.0,m,114.7255119456399,95.03770897080103,"['Bengali', 'Tamil', 'Kannada']",Jha and Sons,Mumbai, Large Corporations,False
1967,Nirvaan Raval,14,"['  Constitutional ', 'Constitutional ', ' Tax ']",3.0,m,54.15871478248147,97.74595001679869,"['Hindi', 'Gujarati', 'Marathi']",Walia-Varughese,Mumbai, Individuals,False
1968,Rhea Khurana,10,"['Consumer Protection ', '  Labor ', ' Media  Entertainment ']",1.0,f,413.6706720608957,71.32423164744007,"['Hindi', 'Gujarati', 'Telugu']",Borde Group,Chennai, Large Corporations,False
1969,Kavya Gera,11,"['Consumer Protection ', '  Consumer Protection ', ' Media  Entertainment ']",,f,129.2874827739114,,"['Tamil', 'Gujarati', 'Kannada']",Venkataraman LLC,Kolkata, Large Corporations,True
1970,Madhup Sarma,2,"['  Tax ', ' Intellectual Property ', 'Labor ']",1.0,m,322.7974889993447,80.90874251670512,"['Bengali', 'Malayalam', 'Assamese']",Saran-Sachdeva,Delhi, Individuals,True
1971,Samaira Lata,25,"['  Labor ', ' Media  Entertainment ', 'Real Estate ']",2.0,f,201.61486088453552,82.69985515677605,"['Punjabi', 'Bengali', 'Odia']",Taneja-Bhavsar,Mumbai, Individuals,False
1972,Divit Bava,26,"['Immigration ', ' Intellectual Property ', '  Tax ']",3.0,m,313.468672241766,104.15396664409418,"['Tamil', 'Malayalam', 'Bengali']",Khanna,Kolkata, Small Businesses,False
1973,Himmat Amble,9,"['Immigration ', ' Criminal ', '  Media  Entertainment ']",1.0,m,192.0441321420458,100.59758195320879,"['Malayalam', 'Odia', 'Telugu']",Ahuja-Chaudry,Mumbai, Individuals,True
1974,Abram Sagar,17,"['  Labor ', 'Constitutional ', ' Tax ']",2.0,m,89.12280231151438,89.71316730219439,"['Assamese', 'Bengali', 'Marathi']",Jani,Chennai, Large Corporations,True
1975,Hunar Mane,26,"['Civil ', ' Family ', '  Family ']",3.0,m,150.3275038509891,81.81057109327608,"['Punjabi', 'Malayalam', 'Odia']",Garg LLC,Chennai, Small Businesses,False
1976,Sara Sami,3,"[' Environmental ', '  Media  Entertainment ', 'Labor ']",4.0,f,134.62635491558402,69.75525494669789,"['Bengali', 'Urdu', 'Punjabi']",Vasa-Balay,Delhi, Individuals,True
1977,Nirvi Kanda,24,"['  Real Estate ', 'Medical ', ' Intellectual Property ']",3.0,f,242.60870859783972,111.30277408172924,"['Punjabi', 'Tamil', 'Telugu']",Loke,Chennai, Individuals,False
1978,Neelofar Virk,6,"['Medical ', ' Family ', '  Civil ']",5.0,f,346.2277025417708,98.88170850427377,"['Malayalam', 'Marathi', 'Kannada']",Chopra-Date,Kolkata, Small Businesses,False
1979,Darshit Bir,5,"[' Corporate ', 'Media  Entertainment ', '  Consumer Protection ']",,m,168.71273372586091,,"['Tamil', 'Assamese']",Sura-Contractor,Hyderabad, Large Corporations,True
1980,Shamik Thaman,5,"['Banking  Finance ', ' Real Estate ', '  Family ']",5.0,m,55.431470885278074,100.79399246437337,"['Punjabi', 'Odia', 'Marathi']",Vala Ltd,Chennai, Large Corporations,True
1981,Kartik Sheth,22,"[' Environmental ', 'Constitutional ', '  Criminal ']",2.0,m,283.52181391914064,88.94664569138061,"['Malayalam', 'Marathi', 'Kannada']",Wason,Hyderabad, Small Businesses,False
1982,Shayak Chawla,15,"['Family ', ' Immigration ', '  Corporate ']",3.0,m,322.59177021153744,85.69335742706485,"['Tamil', 'Malayalam', 'Telugu']",Krishna,Delhi, Large Corporations,True
1983,Riya Dass,23,"[' Medical ', '  Consumer Protection ', 'Tax ']",2.0,f,483.29172230081434,96.52817292434403,"['Bengali', 'Punjabi', 'Telugu']",Sangha-Sridhar,Bangalore, Individuals,True
1984,Uthkarsh Som,17,"['Consumer Protection ', '  Real Estate ', ' Labor ']",2.0,m,315.2618613919611,78.87752625130912,"['Bengali', 'Odia']",De and Sons,Mumbai, Large Corporations,True
1985,Ivan Batra,9,"[' Consumer Protection ', '  Constitutional ', 'Real Estate ']",1.0,m,262.0276517201638,84.84365220734836,"['Urdu', 'Assamese', 'Telugu']",Lal,Mumbai, Individuals,True
1986,Dhanuk Roy,3,"[' Medical ', 'Intellectual Property ', '  Intellectual Property ']",2.0,m,308.0307316539667,91.82191596299319,"['Odia', 'Gujarati', 'Kannada']",Sinha,Kolkata, Large Corporations,False
1987,Faiyaz Rama,20,"['Consumer Protection ', ' Medical ', '  Environmental ']",2.0,m,467.5552834379122,82.50823210672179,"['Tamil', 'Bengali', 'Urdu']",Wali,Delhi, Individuals,False
1988,Ranbir Singh,26,"['Family ', ' Real Estate ', '  Family ']",3.0,m,422.7701655207408,100.03627815401286,"['Hindi', 'Malayalam', 'Telugu']",Dugar-Joshi,Delhi, Small Businesses,True
1989,Myra Raval,17,"['Civil ', ' Human Rights ', '  Medical ']",,f,195.34043001371361,,"['Hindi', 'Assamese', 'Telugu']",Vala,Delhi, Individuals,False
1990,Rania Sinha,29,"['  Labor ', 'Media  Entertainment ', ' Environmental ']",4.0,f,156.76446364571177,78.68552801089285,"['Malayalam', 'Telugu']",Chander LLC,Mumbai, Large Corporations,True
1991,Zain Sandal,27,"['  Banking  Finance ', ' Labor ', 'Sal has 27 years of experience in Corporate ']",1.0,m,168.18512556473314,65.02312055543933,"['Urdu', 'Assamese']",Sachar Ltd,Chennai, Individuals,False
1992,Raghav Agate,10,"[' Environmental ', 'Human Rights ', '  Family ']",2.0,m,276.9894678718458,59.97389748785608,"['Punjabi', 'Gujarati', 'Marathi']",Saha-Gokhale,Mumbai, Large Corporations,False
1993,Hiran Ramachandran,3,"['Corporate ', ' Tax ', '  Human Rights ']",1.0,m,384.82225305286,87.74297787757527,"['Punjabi', 'Marathi']",Desai,Mumbai, Large Corporations,False
1994,Amani Mallick,18,"['Environmental ', ' Corporate ', '  Medical ']",5.0,f,276.448643232333,80.05253114810726,"['Hindi', 'Urdu', 'Telugu']",Kohli-Sahota,Mumbai, Individuals,False
1995,Zoya Shan,18,"['  Consumer Protection ', 'Family ', ' Constitutional ']",2.0,f,80.50837812265067,93.11790751600621,"['Tamil', 'Urdu', 'Telugu']",Zacharia PLC,Chennai, Large Corporations,False
1996,Ayesha Dani,17,"['Environmental ', ' Consumer Protection ', '  Immigration ']",1.0,f,375.6113151979914,91.98896508039152,"['Hindi', 'Malayalam', 'Odia']",Warrior-Maharaj,Bangalore, Small Businesses,False
1997,Zaina Soman,24,"['  Consumer Protection ', 'Constitutional ', ' Criminal ']",4.0,f,412.68655790192923,65.95174730078855,"['Tamil', 'Urdu']",Das Inc,Kolkata, Large Corporations,True
1998,Dhanush Krishnan,3,"['  Real Estate ', ' Environmental ', 'Intellectual Property ']",4.0,m,180.27403930387385,62.77674255777891,"['Bengali', 'Odia', 'Urdu']",Atwal-Shanker,Bangalore, Small Businesses,False
,,,,,,,,,,

2000,Sarid Quersih,5,Intellectual property law Human rights law Tax law Media law,2,m,150,120,Marathi Hindi Urdu Gujarati,Bombay High,Mumbai,True
2001,Sarid Quersih,5,Intellectual property law Human rights law Tax law Media law,2,m,150,120,Marathi Hindi Urdu Gujarati,Bombay High,Mumbai,True
